min_x,min_y,min_z,max_x,max_y,max_z,center_x,center_y,center_z,dx,dy,dz,wall_id,ply_file,n_points
-10.877398788528591,6.764176109682833,-0.849915177946901,9.590624330692776,7.835056567283921,4.589434083711713,-0.6433872289179074,7.299616338483377,1.869759452882406,20.468023119221368,1.0708804576010884,5.439349261658614,1,wall_001.ply,105488
9.256973679570017,-4.75342157118924,-1.1926943505006227,9.971089503533717,7.375409989841807,4.570100443864861,9.614031591551868,1.3109942093262834,1.6887030466821193,0.7141158239637004,12.128831561031047,5.762794794365484,2,wall_002.ply,50739
-10.30170056292381,-1.360291782398809,-1.8561948432362092,2.4102414362711855,-0.823656190775462,4.546316591101398,-3.945729563326312,-1.0919739865871354,1.3450608739325944,12.711941999194995,0.536635591623347,6.402511434337607,3,wall_003.ply,38953
4.8822562738529305,-1.175005238608049,-0.8862714269553673,6.31220782895144,-0.908745039598308,4.136647351659282,5.597232051402186,-1.0418751391031784,1.6251879623519574,1.4299515550985094,0.26626019900974096,5.022918778614649,4,wall_004.ply,5102
5.106655476793148,2.513086833197151,-0.5291179581824964,6.219589278560821,3.4896411485261094,4.304474414573713,5.663122377676984,3.0013639908616305,1.8876782281956084,1.1129338017676726,0.9765543153289582,4.833592372756209,5,wall_005.ply,5365
-7.601807902235473,2.7129628857543344,-0.30999809645757426,0.2279686601709317,3.5294057687279086,4.561461806799375,-3.6869196210322706,3.1211843272411217,2.1257318551709004,7.829776562406405,0.8164428829735741,4.87145990325695,6,wall_006.ply,16544
1.0332317852799375,2.6052223371775356,-0.44848859500924193,2.357916005512334,3.508859389072841,4.475545946557348,1.695573895396136,3.057040863125188,2.013528675774053,1.3246842202323965,0.9036370518953052,4.9240345415665905,7,wall_007.ply,9385
9.198691259685688,3.2081365267356645,-0.05360620816922881,9.627141762218018,3.3688512776756476,4.178841230932729,9.412916510951852,3.288493902205656,2.06261751138175,0.4284505025323302,0.1607147509399831,4.232447439101958,8,wall_008.ply,255
-10.891996734635336,3.447299062411025,1.5777511845464662,-10.02612009976327,3.5379979473349534,3.2026598141665894,-10.459058417199303,3.492648504872989,2.3902054993565276,0.8658766348720661,0.09069888492392852,1.6249086296201232,9,wall_009.ply,268
5.0929129352385045,-5.316580371433322,-1.462809568317781,6.396588143632518,-5.157698444248813,4.2881884707680005,5.744750539435511,-5.237139407841068,1.4126894512251096,1.3036752083940133,0.15888192718450966,5.750998039085782,10,wall_010.ply,2927
